enemyId,大境界,阶段,关卡,敌人类型,敌人名称,档案标题,完整立绘文件,缩略图文件,推荐尺寸,背景要求,提示词,状态
炼虚_后期_空冥之眼_普通怪_空冥魔眼,炼虚,后期,空冥之眼,普通怪,空冥魔眼,空冥之眼附近最危险的窥视者,炼虚_后期_空冥之眼_普通怪_空冥魔眼_full.png,炼虚_后期_空冥之眼_普通怪_空冥魔眼_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，炼虚后期，空冥魔眼，空冥之眼附近最危险的窥视者，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
炼虚_后期_空冥之眼_小Boss_空冥瞳将,炼虚,后期,空冥之眼,小Boss,空冥瞳将,守在空冥核心的瞳将,炼虚_后期_空冥之眼_小Boss_空冥瞳将_full.png,炼虚_后期_空冥之眼_小Boss_空冥瞳将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，炼虚后期，空冥瞳将，守在空冥核心的瞳将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
炼虚_后期_空冥之眼_大Boss_空冥主眼,炼虚,后期,空冥之眼,大Boss,空冥主眼,空冥之眼真正的统御者,炼虚_后期_空冥之眼_大Boss_空冥主眼_full.png,炼虚_后期_空冥之眼_大Boss_空冥主眼_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，炼虚后期，空冥主眼，空冥之眼真正的统御者，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_初期_万灵原野_普通怪_荒原石傀,合体,初期,万灵原野,普通怪,荒原石傀,万灵原野中沉重的石傀,合体_初期_万灵原野_普通怪_荒原石傀_full.png,合体_初期_万灵原野_普通怪_荒原石傀_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体初期，荒原石傀，万灵原野中沉重的石傀，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_初期_万灵原野_小Boss_碎岳石将,合体,初期,万灵原野,小Boss,碎岳石将,能震裂地面的石将,合体_初期_万灵原野_小Boss_碎岳石将_full.png,合体_初期_万灵原野_小Boss_碎岳石将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体初期，碎岳石将，能震裂地面的石将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_初期_万灵原野_大Boss_归一岩君,合体,初期,万灵原野,大Boss,归一岩君,将百岩炼为一身的石魁首,合体_初期_万灵原野_大Boss_归一岩君_full.png,合体_初期_万灵原野_大Boss_归一岩君_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体初期，归一岩君，将百岩炼为一身的石魁首，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_中期_合元秘径_普通怪_合元石傀,合体,中期,合元秘径,普通怪,合元石傀,秘径地脉凝聚的石傀,合体_中期_合元秘径_普通怪_合元石傀_full.png,合体_中期_合元秘径_普通怪_合元石傀_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体中期，合元石傀，秘径地脉凝聚的石傀，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_中期_合元秘径_小Boss_合元石侯,合体,中期,合元秘径,小Boss,合元石侯,秘径中心的石侯,合体_中期_合元秘径_小Boss_合元石侯_full.png,合体_中期_合元秘径_小Boss_合元石侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体中期，合元石侯，秘径中心的石侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_中期_合元秘径_大Boss_归一岩君,合体,中期,合元秘径,大Boss,归一岩君,合元秘径最终的岩君,合体_中期_合元秘径_大Boss_归一岩君_full.png,合体_中期_合元秘径_大Boss_归一岩君_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体中期，归一岩君，合元秘径最终的岩君，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_后期_归一殿_普通怪_归一石傀,合体,后期,归一殿,普通怪,归一石傀,归一殿外最古老的石傀,合体_后期_归一殿_普通怪_归一石傀_full.png,合体_后期_归一殿_普通怪_归一石傀_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体后期，归一石傀，归一殿外最古老的石傀，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_后期_归一殿_小Boss_归殿石君,合体,后期,归一殿,小Boss,归殿石君,归一殿前的岩甲守将,合体_后期_归一殿_小Boss_归殿石君_full.png,合体_后期_归一殿_小Boss_归殿石君_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体后期，归殿石君，归一殿前的岩甲守将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
合体_后期_归一殿_大Boss_归一岩君,合体,后期,归一殿,大Boss,归一岩君,归一殿中真正的岩道之君,合体_后期_归一殿_大Boss_归一岩君_full.png,合体_后期_归一殿_大Boss_归一岩君_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，合体后期，归一岩君，归一殿中真正的岩道之君，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_初期_天门外域_普通怪_星阙灵蛇,大乘,初期,天门外域,普通怪,星阙灵蛇,借星辉腾挪的灵蛇,大乘_初期_天门外域_普通怪_星阙灵蛇_full.png,大乘_初期_天门外域_普通怪_星阙灵蛇_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘初期，星阙灵蛇，借星辉腾挪的灵蛇，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_初期_天门外域_小Boss_巡星蛇将,大乘,初期,天门外域,小Boss,巡星蛇将,引导星辉的蛇将,大乘_初期_天门外域_小Boss_巡星蛇将_full.png,大乘_初期_天门外域_小Boss_巡星蛇将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘初期，巡星蛇将，引导星辉的蛇将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_初期_天门外域_大Boss_巡天玄螭,大乘,初期,天门外域,大Boss,巡天玄螭,天阙深处的古老巡天兽,大乘_初期_天门外域_大Boss_巡天玄螭_full.png,大乘_初期_天门外域_大Boss_巡天玄螭_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘初期，巡天玄螭，天阙深处的古老巡天兽，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_中期_星阙长桥_普通怪_桥巡灵蛇,大乘,中期,星阙长桥,普通怪,桥巡灵蛇,巡游长桥的天蛇,大乘_中期_星阙长桥_普通怪_桥巡灵蛇_full.png,大乘_中期_星阙长桥_普通怪_桥巡灵蛇_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘中期，桥巡灵蛇，巡游长桥的天蛇，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_中期_星阙长桥_小Boss_长桥蛇侯,大乘,中期,星阙长桥,小Boss,长桥蛇侯,长桥中心的蛇侯,大乘_中期_星阙长桥_小Boss_长桥蛇侯_full.png,大乘_中期_星阙长桥_小Boss_长桥蛇侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘中期，长桥蛇侯，长桥中心的蛇侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_中期_星阙长桥_大Boss_巡天玄螭,大乘,中期,星阙长桥,大Boss,巡天玄螭,星阙长桥尽头的玄螭,大乘_中期_星阙长桥_大Boss_巡天玄螭_full.png,大乘_中期_星阙长桥_大Boss_巡天玄螭_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘中期，巡天玄螭，星阙长桥尽头的玄螭，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_后期_天阙神庭_普通怪_神庭灵蛇,大乘,后期,天阙神庭,普通怪,神庭灵蛇,盘踞神庭边缘的灵蛇,大乘_后期_天阙神庭_普通怪_神庭灵蛇_full.png,大乘_后期_天阙神庭_普通怪_神庭灵蛇_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘后期，神庭灵蛇，盘踞神庭边缘的灵蛇，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_后期_天阙神庭_小Boss_神庭玄螭,大乘,后期,天阙神庭,小Boss,神庭玄螭,接近玄螭血脉的天蛇,大乘_后期_天阙神庭_小Boss_神庭玄螭_full.png,大乘_后期_天阙神庭_小Boss_神庭玄螭_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘后期，神庭玄螭，接近玄螭血脉的天蛇，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大乘_后期_天阙神庭_大Boss_巡天玄螭,大乘,后期,天阙神庭,大Boss,巡天玄螭,神庭上空盘踞的巡天玄螭,大乘_后期_天阙神庭_大Boss_巡天玄螭_full.png,大乘_后期_天阙神庭_大Boss_巡天玄螭_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大乘后期，巡天玄螭，神庭上空盘踞的巡天玄螭，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_初期_劫云海口_普通怪_劫火尸王,渡劫,初期,劫云海口,普通怪,劫火尸王,焦土中复苏的尸王,渡劫_初期_劫云海口_普通怪_劫火尸王_full.png,渡劫_初期_劫云海口_普通怪_劫火尸王_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫初期，劫火尸王，焦土中复苏的尸王，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_初期_劫云海口_小Boss_劫雷尸将,渡劫,初期,劫云海口,小Boss,劫雷尸将,沐劫雷而不死的尸将,渡劫_初期_劫云海口_小Boss_劫雷尸将_full.png,渡劫_初期_劫云海口_小Boss_劫雷尸将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫初期，劫雷尸将，沐劫雷而不死的尸将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_初期_劫云海口_大Boss_天罚尸尊,渡劫,初期,劫云海口,大Boss,天罚尸尊,被雷劫淬炼而不灭的尸尊,渡劫_初期_劫云海口_大Boss_天罚尸尊_full.png,渡劫_初期_劫云海口_大Boss_天罚尸尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫初期，天罚尸尊，被雷劫淬炼而不灭的尸尊，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_中期_雷光断界_普通怪_断界尸王,渡劫,中期,雷光断界,普通怪,断界尸王,在断界徘徊的不灭尸王,渡劫_中期_雷光断界_普通怪_断界尸王_full.png,渡劫_中期_雷光断界_普通怪_断界尸王_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫中期，断界尸王，在断界徘徊的不灭尸王，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_中期_雷光断界_小Boss_雷断尸侯,渡劫,中期,雷光断界,小Boss,雷断尸侯,被雷断界异化的尸侯,渡劫_中期_雷光断界_小Boss_雷断尸侯_full.png,渡劫_中期_雷光断界_小Boss_雷断尸侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫中期，雷断尸侯，被雷断界异化的尸侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_中期_雷光断界_大Boss_天罚尸尊,渡劫,中期,雷光断界,大Boss,天罚尸尊,雷光断界中的不灭尸尊,渡劫_中期_雷光断界_大Boss_天罚尸尊_full.png,渡劫_中期_雷光断界_大Boss_天罚尸尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫中期，天罚尸尊，雷光断界中的不灭尸尊，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_后期_天罚祭台_普通怪_祭台尸王,渡劫,后期,天罚祭台,普通怪,祭台尸王,祭台雷火中站起的尸王,渡劫_后期_天罚祭台_普通怪_祭台尸王_full.png,渡劫_后期_天罚祭台_普通怪_祭台尸王_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫后期，祭台尸王，祭台雷火中站起的尸王，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_后期_天罚祭台_小Boss_天罚尸将,渡劫,后期,天罚祭台,小Boss,天罚尸将,祭台前最凶戾的尸将,渡劫_后期_天罚祭台_小Boss_天罚尸将_full.png,渡劫_后期_天罚祭台_小Boss_天罚尸将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫后期，天罚尸将，祭台前最凶戾的尸将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
渡劫_后期_天罚祭台_大Boss_天罚尸尊,渡劫,后期,天罚祭台,大Boss,天罚尸尊,天罚祭台真正的主宰,渡劫_后期_天罚祭台_大Boss_天罚尸尊_full.png,渡劫_后期_天罚祭台_大Boss_天罚尸尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，渡劫后期，天罚尸尊，天罚祭台真正的主宰，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_初期_仙庭云径_普通怪_云庭幻狐,真仙,初期,仙庭云径,普通怪,云庭幻狐,善于幻形迷惑来者的妖狐,真仙_初期_仙庭云径_普通怪_云庭幻狐_full.png,真仙_初期_仙庭云径_普通怪_云庭幻狐_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙初期，云庭幻狐，善于幻形迷惑来者的妖狐，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_初期_仙庭云径_小Boss_踏云狐将,真仙,初期,仙庭云径,小Boss,踏云狐将,穿行云径的狐将,真仙_初期_仙庭云径_小Boss_踏云狐将_full.png,真仙_初期_仙庭云径_小Boss_踏云狐将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙初期，踏云狐将，穿行云径的狐将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_初期_仙庭云径_大Boss_九尾云尊,真仙,初期,仙庭云径,大Boss,九尾云尊,披云踏月的仙狐之尊,真仙_初期_仙庭云径_大Boss_九尾云尊_full.png,真仙_初期_仙庭云径_大Boss_九尾云尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙初期，九尾云尊，披云踏月的仙狐之尊，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_中期_紫微宫门_普通怪_紫微幻狐,真仙,中期,紫微宫门,普通怪,紫微幻狐,宫门前盘桓的幻狐,真仙_中期_紫微宫门_普通怪_紫微幻狐_full.png,真仙_中期_紫微宫门_普通怪_紫微幻狐_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙中期，紫微幻狐，宫门前盘桓的幻狐，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_中期_紫微宫门_小Boss_宫门狐侯,真仙,中期,紫微宫门,小Boss,宫门狐侯,紫微宫门前的狐侯,真仙_中期_紫微宫门_小Boss_宫门狐侯_full.png,真仙_中期_紫微宫门_小Boss_宫门狐侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙中期，宫门狐侯，紫微宫门前的狐侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_中期_紫微宫门_大Boss_九尾云尊,真仙,中期,紫微宫门,大Boss,九尾云尊,紫微宫门后的九尾尊者,真仙_中期_紫微宫门_大Boss_九尾云尊_full.png,真仙_中期_紫微宫门_大Boss_九尾云尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙中期，九尾云尊，紫微宫门后的九尾尊者，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_后期_太清仙阙_普通怪_太清幻狐,真仙,后期,太清仙阙,普通怪,太清幻狐,仙阙之上最难看破的狐影,真仙_后期_太清仙阙_普通怪_太清幻狐_full.png,真仙_后期_太清仙阙_普通怪_太清幻狐_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙后期，太清幻狐，仙阙之上最难看破的狐影，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_后期_太清仙阙_小Boss_仙阙狐妃,真仙,后期,太清仙阙,小Boss,仙阙狐妃,仙阙中的狐妃化影,真仙_后期_太清仙阙_小Boss_仙阙狐妃_full.png,真仙_后期_太清仙阙_小Boss_仙阙狐妃_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙后期，仙阙狐妃，仙阙中的狐妃化影，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
真仙_后期_太清仙阙_大Boss_九尾云尊,真仙,后期,太清仙阙,大Boss,九尾云尊,太清仙阙中真正的九尾云尊,真仙_后期_太清仙阙_大Boss_九尾云尊_full.png,真仙_后期_太清仙阙_大Boss_九尾云尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，真仙后期，九尾云尊，太清仙阙中真正的九尾云尊，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_初期_金阙天街_普通怪_金乌残灵,金仙,初期,金阙天街,普通怪,金乌残灵,羽端仍带天火的残灵,金仙_初期_金阙天街_普通怪_金乌残灵_full.png,金仙_初期_金阙天街_普通怪_金乌残灵_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙初期，金乌残灵，羽端仍带天火的残灵，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_初期_金阙天街_小Boss_曜羽乌将,金仙,初期,金阙天街,小Boss,曜羽乌将,操控残阳火羽的乌将,金仙_初期_金阙天街_小Boss_曜羽乌将_full.png,金仙_初期_金阙天街_小Boss_曜羽乌将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙初期，曜羽乌将，操控残阳火羽的乌将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_初期_金阙天街_大Boss_曜阳乌皇,金仙,初期,金阙天街,大Boss,曜阳乌皇,守着昔日天火的乌皇,金仙_初期_金阙天街_大Boss_曜阳乌皇_full.png,金仙_初期_金阙天街_大Boss_曜阳乌皇_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙初期，曜阳乌皇，守着昔日天火的乌皇，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_中期_琉璃天廊_普通怪_琉璃乌灵,金仙,中期,琉璃天廊,普通怪,琉璃乌灵,在琉璃天廊振翅的乌灵,金仙_中期_琉璃天廊_普通怪_琉璃乌灵_full.png,金仙_中期_琉璃天廊_普通怪_琉璃乌灵_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙中期，琉璃乌灵，在琉璃天廊振翅的乌灵，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_中期_琉璃天廊_小Boss_天廊乌侯,金仙,中期,琉璃天廊,小Boss,天廊乌侯,巡视天廊的乌侯,金仙_中期_琉璃天廊_小Boss_天廊乌侯_full.png,金仙_中期_琉璃天廊_小Boss_天廊乌侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙中期，天廊乌侯，巡视天廊的乌侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_中期_琉璃天廊_大Boss_曜阳乌皇,金仙,中期,琉璃天廊,大Boss,曜阳乌皇,琉璃天廊尽头的乌皇,金仙_中期_琉璃天廊_大Boss_曜阳乌皇_full.png,金仙_中期_琉璃天廊_大Boss_曜阳乌皇_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙中期，曜阳乌皇，琉璃天廊尽头的乌皇，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_后期_金轮法界_普通怪_金轮乌灵,金仙,后期,金轮法界,普通怪,金轮乌灵,金轮法界中最灼热的乌灵,金仙_后期_金轮法界_普通怪_金轮乌灵_full.png,金仙_后期_金轮法界_普通怪_金轮乌灵_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙后期，金轮乌灵，金轮法界中最灼热的乌灵，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_后期_金轮法界_小Boss_金轮乌帅,金仙,后期,金轮法界,小Boss,金轮乌帅,盘踞法界上空的乌帅,金仙_后期_金轮法界_小Boss_金轮乌帅_full.png,金仙_后期_金轮法界_小Boss_金轮乌帅_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙后期，金轮乌帅，盘踞法界上空的乌帅，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
金仙_后期_金轮法界_大Boss_曜阳乌皇,金仙,后期,金轮法界,大Boss,曜阳乌皇,金轮法界中浴火不灭的乌皇,金仙_后期_金轮法界_大Boss_曜阳乌皇_full.png,金仙_后期_金轮法界_大Boss_曜阳乌皇_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，金仙后期，曜阳乌皇，金轮法界中浴火不灭的乌皇，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_初期_太乙玄原_普通怪_太乙莲魄,太乙,初期,太乙玄原,普通怪,太乙莲魄,青莲之气凝成的灵魄,太乙_初期_太乙玄原_普通怪_太乙莲魄_full.png,太乙_初期_太乙玄原_普通怪_太乙莲魄_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙初期，太乙莲魄，青莲之气凝成的灵魄，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_初期_太乙玄原_小Boss_青莲魄将,太乙,初期,太乙玄原,小Boss,青莲魄将,可驱使莲影的魄将,太乙_初期_太乙玄原_小Boss_青莲魄将_full.png,太乙_初期_太乙玄原_小Boss_青莲魄将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙初期，青莲魄将，可驱使莲影的魄将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_初期_太乙玄原_大Boss_玄天莲尊,太乙,初期,太乙玄原,大Boss,玄天莲尊,坐镇万象宫的莲尊化影,太乙_初期_太乙玄原_大Boss_玄天莲尊_full.png,太乙_初期_太乙玄原_大Boss_玄天莲尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙初期，玄天莲尊，坐镇万象宫的莲尊化影，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_中期_万象宫_普通怪_万象莲魄,太乙,中期,万象宫,普通怪,万象莲魄,在万象宫中浮动的莲魄,太乙_中期_万象宫_普通怪_万象莲魄_full.png,太乙_中期_万象宫_普通怪_万象莲魄_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙中期，万象莲魄，在万象宫中浮动的莲魄，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_中期_万象宫_小Boss_万象莲侯,太乙,中期,万象宫,小Boss,万象莲侯,万象宫中心的莲侯,太乙_中期_万象宫_小Boss_万象莲侯_full.png,太乙_中期_万象宫_小Boss_万象莲侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙中期，万象莲侯，万象宫中心的莲侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
