stageId,waveId,waveType,startSecond,endSecond,themeTag,pressureTag,spawnPattern,arenaHint,enemyGroupId,spawnIntervalSec,maxAliveNormal,maxAliveElite,eliteRef,bossRef,clearRewardTrigger,relatedWT,notes
YY_MID_01,W13,wave,196,212,ice_control,dense,side_compress,左右同步压缩,yy_mid_01_w13_dense,1.95,23,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第13波常规敌潮，承担局内升级与资源产出。
YY_MID_01,W14,wave,212,228,ice_control,pre_elite_3,front_pressure,正面持续压入,yy_mid_01_w14_pre_elite3,1.9,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第14波常规敌潮，承担局内升级与资源产出。
YY_MID_01,W15,elite,228,246,ice_control,elite_gate_3,cross_stream,第三精英交错压境,yy_mid_01_w14_pre_elite3,1.85,18,1,elite_yy_mid_01_03,,elite_3,WT-LR-02|WT-LR-07|WT-LR-08,第15波精英节点，清场后继续局内升级与三选一。
YY_MID_01,W16,wave,246,262,ice_control,overdrive,cross_stream,交错穿流入场,yy_mid_01_w16_overdrive,1.8,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第16波常规敌潮，承担局内升级与资源产出。
YY_MID_01,W17,wave,262,278,ice_control,surge,side_compress,左右同步压缩,yy_mid_01_w17_surge,1.75,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第17波常规敌潮，承担局内升级与资源产出。
YY_MID_01,W18,wave,278,294,ice_control,pin,front_pressure,正面持续压入,yy_mid_01_w18_pin,1.7,27,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第18波常规敌潮，承担局内升级与资源产出。
YY_MID_01,W19,wave,294,310,ice_control,pre_boss,boss_guard,首领前守门压顶,yy_mid_01_w19_pre_boss,1.65,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第19波常规敌潮，承担局内升级与资源产出。
YY_MID_01,W20,boss,310,362,ice_control,boss_showdown,boss_intro_center_showdown,先过场后首领入场,yy_mid_01_boss_support,3.2,10,1,,boss_yy_mid_01,boss_clear,WT-LR-02|WT-LR-09|WT-LR-10|WT-LR-11,第20波首领终局；首领为主目标，伴生敌潮只提供收束压力。
YY_LATE_01,W01,wave,0,16,ice_control,opening,edge_ring,四周环绕入场,yy_late_01_w01_open,2.55,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第1波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W02,wave,16,32,ice_control,stable,edge_ring,四周环绕入场,yy_late_01_w02_stable,2.5,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第2波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W03,wave,32,48,ice_control,mix,cross_stream,交错穿流入场,yy_late_01_w03_mix,2.45,15,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第3波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W04,wave,48,64,ice_control,pre_elite_1,front_pressure,正面持续压入,yy_late_01_w04_pre_elite,2.4,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第4波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W05,elite,64,82,ice_control,elite_gate_1,front_pressure,第一精英正面压入,yy_late_01_w04_pre_elite,2.35,14,1,elite_yy_late_01_01,,elite_1,WT-LR-02|WT-LR-07|WT-LR-08,第5波精英节点，清场后继续局内升级与三选一。
YY_LATE_01,W06,wave,82,98,ice_control,after_elite_1,side_compress,左右同步压缩,yy_late_01_w06_after_elite,2.3,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第6波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W07,wave,98,114,ice_control,cross,cross_stream,交错穿流入场,yy_late_01_w07_cross,2.25,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第7波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W08,wave,114,130,ice_control,range_mix,backline_mix,后场远程混入,yy_late_01_w08_range,2.2,19,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第8波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W09,wave,130,146,ice_control,pre_elite_2,front_pressure,正面持续压入,yy_late_01_w09_pre_elite2,2.15,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第9波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W10,elite,146,164,ice_control,elite_gate_2,side_compress,第二精英侧向压缩,yy_late_01_w09_pre_elite2,2.1,16,1,elite_yy_late_01_02,,elite_2,WT-LR-02|WT-LR-07|WT-LR-08,第10波精英节点，清场后继续局内升级与三选一。
YY_LATE_01,W11,wave,164,180,ice_control,rebuild,edge_ring,四周环绕入场,yy_late_01_w11_rebuild,2.05,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第11波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W12,wave,180,196,ice_control,special,cross_stream,交错穿流入场,yy_late_01_w12_special,2.0,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第12波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W13,wave,196,212,ice_control,dense,side_compress,左右同步压缩,yy_late_01_w13_dense,1.95,23,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第13波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W14,wave,212,228,ice_control,pre_elite_3,front_pressure,正面持续压入,yy_late_01_w14_pre_elite3,1.9,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第14波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W15,elite,228,246,ice_control,elite_gate_3,cross_stream,第三精英交错压境,yy_late_01_w14_pre_elite3,1.85,18,1,elite_yy_late_01_03,,elite_3,WT-LR-02|WT-LR-07|WT-LR-08,第15波精英节点，清场后继续局内升级与三选一。
YY_LATE_01,W16,wave,246,262,ice_control,overdrive,cross_stream,交错穿流入场,yy_late_01_w16_overdrive,1.8,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第16波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W17,wave,262,278,ice_control,surge,side_compress,左右同步压缩,yy_late_01_w17_surge,1.75,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第17波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W18,wave,278,294,ice_control,pin,front_pressure,正面持续压入,yy_late_01_w18_pin,1.7,27,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第18波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W19,wave,294,310,ice_control,pre_boss,boss_guard,首领前守门压顶,yy_late_01_w19_pre_boss,1.65,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第19波常规敌潮，承担局内升级与资源产出。
YY_LATE_01,W20,boss,310,362,ice_control,boss_showdown,boss_intro_center_showdown,先过场后首领入场,yy_late_01_boss_support,3.2,10,1,,boss_yy_late_01,boss_clear,WT-LR-02|WT-LR-09|WT-LR-10|WT-LR-11,第20波首领终局；首领为主目标，伴生敌潮只提供收束压力。
HS_EARLY_01,W01,wave,0,18,thunder_chain,opening,edge_ring,四周环绕入场,hs_early_01_w01_open,2.55,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第1波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W02,wave,18,36,thunder_chain,stable,edge_ring,四周环绕入场,hs_early_01_w02_stable,2.5,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第2波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W03,wave,36,54,thunder_chain,mix,cross_stream,交错穿流入场,hs_early_01_w03_mix,2.45,15,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第3波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W04,wave,54,72,thunder_chain,pre_elite_1,front_pressure,正面持续压入,hs_early_01_w04_pre_elite,2.4,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第4波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W05,elite,72,92,thunder_chain,elite_gate_1,front_pressure,第一精英正面压入,hs_early_01_w04_pre_elite,2.35,14,1,elite_hs_early_01_01,,elite_1,WT-LR-02|WT-LR-07|WT-LR-08,第5波精英节点，清场后继续局内升级与三选一。
HS_EARLY_01,W06,wave,92,110,thunder_chain,after_elite_1,side_compress,左右同步压缩,hs_early_01_w06_after_elite,2.3,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第6波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W07,wave,110,128,thunder_chain,cross,cross_stream,交错穿流入场,hs_early_01_w07_cross,2.25,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第7波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W08,wave,128,146,thunder_chain,range_mix,backline_mix,后场远程混入,hs_early_01_w08_range,2.2,19,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第8波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W09,wave,146,164,thunder_chain,pre_elite_2,front_pressure,正面持续压入,hs_early_01_w09_pre_elite2,2.15,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第9波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W10,elite,164,184,thunder_chain,elite_gate_2,side_compress,第二精英侧向压缩,hs_early_01_w09_pre_elite2,2.1,16,1,elite_hs_early_01_02,,elite_2,WT-LR-02|WT-LR-07|WT-LR-08,第10波精英节点，清场后继续局内升级与三选一。
HS_EARLY_01,W11,wave,184,202,thunder_chain,rebuild,edge_ring,四周环绕入场,hs_early_01_w11_rebuild,2.05,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第11波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W12,wave,202,220,thunder_chain,special,cross_stream,交错穿流入场,hs_early_01_w12_special,2.0,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第12波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W13,wave,220,238,thunder_chain,dense,side_compress,左右同步压缩,hs_early_01_w13_dense,1.95,23,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第13波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W14,wave,238,256,thunder_chain,pre_elite_3,front_pressure,正面持续压入,hs_early_01_w14_pre_elite3,1.9,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第14波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W15,elite,256,276,thunder_chain,elite_gate_3,cross_stream,第三精英交错压境,hs_early_01_w14_pre_elite3,1.85,18,1,elite_hs_early_01_03,,elite_3,WT-LR-02|WT-LR-07|WT-LR-08,第15波精英节点，清场后继续局内升级与三选一。
HS_EARLY_01,W16,wave,276,294,thunder_chain,overdrive,cross_stream,交错穿流入场,hs_early_01_w16_overdrive,1.8,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第16波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W17,wave,294,312,thunder_chain,surge,side_compress,左右同步压缩,hs_early_01_w17_surge,1.75,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第17波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W18,wave,312,330,thunder_chain,pin,front_pressure,正面持续压入,hs_early_01_w18_pin,1.7,27,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第18波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W19,wave,330,348,thunder_chain,pre_boss,boss_guard,首领前守门压顶,hs_early_01_w19_pre_boss,1.65,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第19波常规敌潮，承担局内升级与资源产出。
HS_EARLY_01,W20,boss,348,420,thunder_chain,boss_showdown,boss_intro_center_showdown,先过场后首领入场,hs_early_01_boss_support,3.2,10,1,,boss_hs_early_01,boss_clear,WT-LR-02|WT-LR-09|WT-LR-10|WT-LR-11,第20波首领终局；首领为主目标，伴生敌潮只提供收束压力。
HS_MID_01,W01,wave,0,18,thunder_chain,opening,edge_ring,四周环绕入场,hs_mid_01_w01_open,2.55,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第1波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W02,wave,18,36,thunder_chain,stable,edge_ring,四周环绕入场,hs_mid_01_w02_stable,2.5,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第2波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W03,wave,36,54,thunder_chain,mix,cross_stream,交错穿流入场,hs_mid_01_w03_mix,2.45,15,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第3波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W04,wave,54,72,thunder_chain,pre_elite_1,front_pressure,正面持续压入,hs_mid_01_w04_pre_elite,2.4,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第4波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W05,elite,72,92,thunder_chain,elite_gate_1,front_pressure,第一精英正面压入,hs_mid_01_w04_pre_elite,2.35,14,1,elite_hs_mid_01_01,,elite_1,WT-LR-02|WT-LR-07|WT-LR-08,第5波精英节点，清场后继续局内升级与三选一。
HS_MID_01,W06,wave,92,110,thunder_chain,after_elite_1,side_compress,左右同步压缩,hs_mid_01_w06_after_elite,2.3,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第6波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W07,wave,110,128,thunder_chain,cross,cross_stream,交错穿流入场,hs_mid_01_w07_cross,2.25,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第7波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W08,wave,128,146,thunder_chain,range_mix,backline_mix,后场远程混入,hs_mid_01_w08_range,2.2,19,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第8波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W09,wave,146,164,thunder_chain,pre_elite_2,front_pressure,正面持续压入,hs_mid_01_w09_pre_elite2,2.15,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第9波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W10,elite,164,184,thunder_chain,elite_gate_2,side_compress,第二精英侧向压缩,hs_mid_01_w09_pre_elite2,2.1,16,1,elite_hs_mid_01_02,,elite_2,WT-LR-02|WT-LR-07|WT-LR-08,第10波精英节点，清场后继续局内升级与三选一。
HS_MID_01,W11,wave,184,202,thunder_chain,rebuild,edge_ring,四周环绕入场,hs_mid_01_w11_rebuild,2.05,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第11波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W12,wave,202,220,thunder_chain,special,cross_stream,交错穿流入场,hs_mid_01_w12_special,2.0,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第12波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W13,wave,220,238,thunder_chain,dense,side_compress,左右同步压缩,hs_mid_01_w13_dense,1.95,23,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第13波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W14,wave,238,256,thunder_chain,pre_elite_3,front_pressure,正面持续压入,hs_mid_01_w14_pre_elite3,1.9,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第14波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W15,elite,256,276,thunder_chain,elite_gate_3,cross_stream,第三精英交错压境,hs_mid_01_w14_pre_elite3,1.85,18,1,elite_hs_mid_01_03,,elite_3,WT-LR-02|WT-LR-07|WT-LR-08,第15波精英节点，清场后继续局内升级与三选一。
HS_MID_01,W16,wave,276,294,thunder_chain,overdrive,cross_stream,交错穿流入场,hs_mid_01_w16_overdrive,1.8,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第16波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W17,wave,294,312,thunder_chain,surge,side_compress,左右同步压缩,hs_mid_01_w17_surge,1.75,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第17波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W18,wave,312,330,thunder_chain,pin,front_pressure,正面持续压入,hs_mid_01_w18_pin,1.7,27,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第18波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W19,wave,330,348,thunder_chain,pre_boss,boss_guard,首领前守门压顶,hs_mid_01_w19_pre_boss,1.65,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第19波常规敌潮，承担局内升级与资源产出。
HS_MID_01,W20,boss,348,420,thunder_chain,boss_showdown,boss_intro_center_showdown,先过场后首领入场,hs_mid_01_boss_support,3.2,10,1,,boss_hs_mid_01,boss_clear,WT-LR-02|WT-LR-09|WT-LR-10|WT-LR-11,第20波首领终局；首领为主目标，伴生敌潮只提供收束压力。
HS_LATE_01,W01,wave,0,18,thunder_chain,opening,edge_ring,四周环绕入场,hs_late_01_w01_open,2.55,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第1波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W02,wave,18,36,thunder_chain,stable,edge_ring,四周环绕入场,hs_late_01_w02_stable,2.5,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第2波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W03,wave,36,54,thunder_chain,mix,cross_stream,交错穿流入场,hs_late_01_w03_mix,2.45,15,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第3波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W04,wave,54,72,thunder_chain,pre_elite_1,front_pressure,正面持续压入,hs_late_01_w04_pre_elite,2.4,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第4波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W05,elite,72,92,thunder_chain,elite_gate_1,front_pressure,第一精英正面压入,hs_late_01_w04_pre_elite,2.35,14,1,elite_hs_late_01_01,,elite_1,WT-LR-02|WT-LR-07|WT-LR-08,第5波精英节点，清场后继续局内升级与三选一。
HS_LATE_01,W06,wave,92,110,thunder_chain,after_elite_1,side_compress,左右同步压缩,hs_late_01_w06_after_elite,2.3,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第6波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W07,wave,110,128,thunder_chain,cross,cross_stream,交错穿流入场,hs_late_01_w07_cross,2.25,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第7波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W08,wave,128,146,thunder_chain,range_mix,backline_mix,后场远程混入,hs_late_01_w08_range,2.2,19,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第8波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W09,wave,146,164,thunder_chain,pre_elite_2,front_pressure,正面持续压入,hs_late_01_w09_pre_elite2,2.15,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第9波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W10,elite,164,184,thunder_chain,elite_gate_2,side_compress,第二精英侧向压缩,hs_late_01_w09_pre_elite2,2.1,16,1,elite_hs_late_01_02,,elite_2,WT-LR-02|WT-LR-07|WT-LR-08,第10波精英节点，清场后继续局内升级与三选一。
HS_LATE_01,W11,wave,184,202,thunder_chain,rebuild,edge_ring,四周环绕入场,hs_late_01_w11_rebuild,2.05,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第11波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W12,wave,202,220,thunder_chain,special,cross_stream,交错穿流入场,hs_late_01_w12_special,2.0,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第12波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W13,wave,220,238,thunder_chain,dense,side_compress,左右同步压缩,hs_late_01_w13_dense,1.95,23,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第13波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W14,wave,238,256,thunder_chain,pre_elite_3,front_pressure,正面持续压入,hs_late_01_w14_pre_elite3,1.9,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第14波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W15,elite,256,276,thunder_chain,elite_gate_3,cross_stream,第三精英交错压境,hs_late_01_w14_pre_elite3,1.85,18,1,elite_hs_late_01_03,,elite_3,WT-LR-02|WT-LR-07|WT-LR-08,第15波精英节点，清场后继续局内升级与三选一。
HS_LATE_01,W16,wave,276,294,thunder_chain,overdrive,cross_stream,交错穿流入场,hs_late_01_w16_overdrive,1.8,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第16波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W17,wave,294,312,thunder_chain,surge,side_compress,左右同步压缩,hs_late_01_w17_surge,1.75,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第17波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W18,wave,312,330,thunder_chain,pin,front_pressure,正面持续压入,hs_late_01_w18_pin,1.7,27,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第18波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W19,wave,330,348,thunder_chain,pre_boss,boss_guard,首领前守门压顶,hs_late_01_w19_pre_boss,1.65,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第19波常规敌潮，承担局内升级与资源产出。
HS_LATE_01,W20,boss,348,420,thunder_chain,boss_showdown,boss_intro_center_showdown,先过场后首领入场,hs_late_01_boss_support,3.2,10,1,,boss_hs_late_01,boss_clear,WT-LR-02|WT-LR-09|WT-LR-10|WT-LR-11,第20波首领终局；首领为主目标，伴生敌潮只提供收束压力。
LX_EARLY_01,W01,wave,0,18,void_distort,opening,edge_ring,四周环绕入场,lx_early_01_w01_open,2.55,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第1波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W02,wave,18,36,void_distort,stable,edge_ring,四周环绕入场,lx_early_01_w02_stable,2.5,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第2波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W03,wave,36,54,void_distort,mix,cross_stream,交错穿流入场,lx_early_01_w03_mix,2.45,15,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第3波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W04,wave,54,72,void_distort,pre_elite_1,front_pressure,正面持续压入,lx_early_01_w04_pre_elite,2.4,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第4波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W05,elite,72,92,void_distort,elite_gate_1,front_pressure,第一精英正面压入,lx_early_01_w04_pre_elite,2.35,14,1,elite_lx_early_01_01,,elite_1,WT-LR-02|WT-LR-07|WT-LR-08,第5波精英节点，清场后继续局内升级与三选一。
LX_EARLY_01,W06,wave,92,110,void_distort,after_elite_1,side_compress,左右同步压缩,lx_early_01_w06_after_elite,2.3,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第6波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W07,wave,110,128,void_distort,cross,cross_stream,交错穿流入场,lx_early_01_w07_cross,2.25,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第7波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W08,wave,128,146,void_distort,range_mix,backline_mix,后场远程混入,lx_early_01_w08_range,2.2,19,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第8波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W09,wave,146,164,void_distort,pre_elite_2,front_pressure,正面持续压入,lx_early_01_w09_pre_elite2,2.15,18,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第9波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W10,elite,164,184,void_distort,elite_gate_2,side_compress,第二精英侧向压缩,lx_early_01_w09_pre_elite2,2.1,16,1,elite_lx_early_01_02,,elite_2,WT-LR-02|WT-LR-07|WT-LR-08,第10波精英节点，清场后继续局内升级与三选一。
LX_EARLY_01,W11,wave,184,202,void_distort,rebuild,edge_ring,四周环绕入场,lx_early_01_w11_rebuild,2.05,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第11波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W12,wave,202,220,void_distort,special,cross_stream,交错穿流入场,lx_early_01_w12_special,2.0,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第12波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W13,wave,220,238,void_distort,dense,side_compress,左右同步压缩,lx_early_01_w13_dense,1.95,23,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第13波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W14,wave,238,256,void_distort,pre_elite_3,front_pressure,正面持续压入,lx_early_01_w14_pre_elite3,1.9,22,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第14波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W15,elite,256,276,void_distort,elite_gate_3,cross_stream,第三精英交错压境,lx_early_01_w14_pre_elite3,1.85,18,1,elite_lx_early_01_03,,elite_3,WT-LR-02|WT-LR-07|WT-LR-08,第15波精英节点，清场后继续局内升级与三选一。
LX_EARLY_01,W16,wave,276,294,void_distort,overdrive,cross_stream,交错穿流入场,lx_early_01_w16_overdrive,1.8,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第16波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W17,wave,294,312,void_distort,surge,side_compress,左右同步压缩,lx_early_01_w17_surge,1.75,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第17波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W18,wave,312,330,void_distort,pin,front_pressure,正面持续压入,lx_early_01_w18_pin,1.7,27,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第18波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W19,wave,330,348,void_distort,pre_boss,boss_guard,首领前守门压顶,lx_early_01_w19_pre_boss,1.65,26,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第19波常规敌潮，承担局内升级与资源产出。
LX_EARLY_01,W20,boss,348,420,void_distort,boss_showdown,boss_intro_center_showdown,先过场后首领入场,lx_early_01_boss_support,3.2,10,1,,boss_lx_early_01,boss_clear,WT-LR-02|WT-LR-09|WT-LR-10|WT-LR-11,第20波首领终局；首领为主目标，伴生敌潮只提供收束压力。
LX_MID_01,W01,wave,0,18,void_distort,opening,edge_ring,四周环绕入场,lx_mid_01_w01_open,2.55,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第1波常规敌潮，承担局内升级与资源产出。
LX_MID_01,W02,wave,18,36,void_distort,stable,edge_ring,四周环绕入场,lx_mid_01_w02_stable,2.5,14,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第2波常规敌潮，承担局内升级与资源产出。
LX_MID_01,W03,wave,36,54,void_distort,mix,cross_stream,交错穿流入场,lx_mid_01_w03_mix,2.45,15,0,,,normal_clear,WT-LR-02|WT-LR-03|WT-LR-04,第3波常规敌潮，承担局内升级与资源产出。
