eliteId,stageId,displayName,stageTitle,baseTemplate,themeTag,spawnWave,recommendedLevel,roleTag,mechanicSummary,rewardTrigger,codexWriteback,bossCodexRef,dropGroupId,notes
elite_zx_early_01_01,ZX_EARLY_01,踏云狐将·前锋,仙庭云径第1精英,踏云狐将,illusion_fox,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_zx_early_01_02,ZX_EARLY_01,踏云狐将·统御,仙庭云径第2精英,踏云狐将,illusion_fox,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_zx_early_01_03,ZX_EARLY_01,踏云狐将·破阵,仙庭云径第3精英,踏云狐将,illusion_fox,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_zx_mid_01_01,ZX_MID_01,宫门狐侯·前锋,紫微宫门第1精英,宫门狐侯,illusion_fox,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_zx_mid_01_02,ZX_MID_01,宫门狐侯·统御,紫微宫门第2精英,宫门狐侯,illusion_fox,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_zx_mid_01_03,ZX_MID_01,宫门狐侯·破阵,紫微宫门第3精英,宫门狐侯,illusion_fox,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_zx_late_01_01,ZX_LATE_01,仙阙狐妃·前锋,太清仙阙第1精英,仙阙狐妃,illusion_fox,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_zx_late_01_02,ZX_LATE_01,仙阙狐妃·统御,太清仙阙第2精英,仙阙狐妃,illusion_fox,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_zx_late_01_03,ZX_LATE_01,仙阙狐妃·破阵,太清仙阙第3精英,仙阙狐妃,illusion_fox,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_9_boss,drop_zx_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_jx_early_01_01,JX_EARLY_01,曜羽乌将·前锋,金阙天街第1精英,曜羽乌将,solar_crow,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_jx_early_01_02,JX_EARLY_01,曜羽乌将·统御,金阙天街第2精英,曜羽乌将,solar_crow,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_jx_early_01_03,JX_EARLY_01,曜羽乌将·破阵,金阙天街第3精英,曜羽乌将,solar_crow,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_jx_mid_01_01,JX_MID_01,天廊乌侯·前锋,琉璃天廊第1精英,天廊乌侯,solar_crow,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_jx_mid_01_02,JX_MID_01,天廊乌侯·统御,琉璃天廊第2精英,天廊乌侯,solar_crow,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_jx_mid_01_03,JX_MID_01,天廊乌侯·破阵,琉璃天廊第3精英,天廊乌侯,solar_crow,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_jx_late_01_01,JX_LATE_01,金轮乌帅·前锋,金轮法界第1精英,金轮乌帅,solar_crow,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_jx_late_01_02,JX_LATE_01,金轮乌帅·统御,金轮法界第2精英,金轮乌帅,solar_crow,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_jx_late_01_03,JX_LATE_01,金轮乌帅·破阵,金轮法界第3精英,金轮乌帅,solar_crow,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_10_boss,drop_jx_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_ty_early_01_01,TY_EARLY_01,青莲魄将·前锋,太乙玄原第1精英,青莲魄将,lotus_array,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_ty_early_01_02,TY_EARLY_01,青莲魄将·统御,太乙玄原第2精英,青莲魄将,lotus_array,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_ty_early_01_03,TY_EARLY_01,青莲魄将·破阵,太乙玄原第3精英,青莲魄将,lotus_array,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_ty_mid_01_01,TY_MID_01,万象莲侯·前锋,万象宫第1精英,万象莲侯,lotus_array,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_ty_mid_01_02,TY_MID_01,万象莲侯·统御,万象宫第2精英,万象莲侯,lotus_array,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_ty_mid_01_03,TY_MID_01,万象莲侯·破阵,万象宫第3精英,万象莲侯,lotus_array,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_ty_late_01_01,TY_LATE_01,玄阵莲尊·前锋,玄天法阵第1精英,玄阵莲尊,lotus_array,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_ty_late_01_02,TY_LATE_01,玄阵莲尊·统御,玄天法阵第2精英,玄阵莲尊,lotus_array,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_ty_late_01_03,TY_LATE_01,玄阵莲尊·破阵,玄天法阵第3精英,玄阵莲尊,lotus_array,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_11_boss,drop_ty_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dl_early_01_01,DL_EARLY_01,裂海鲸将·前锋,大罗界外第1精英,裂海鲸将,astral_whale,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dl_early_01_02,DL_EARLY_01,裂海鲸将·统御,大罗界外第2精英,裂海鲸将,astral_whale,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dl_early_01_03,DL_EARLY_01,裂海鲸将·破阵,大罗界外第3精英,裂海鲸将,astral_whale,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dl_mid_01_01,DL_MID_01,长阶鲸侯·前锋,寂灭长阶第1精英,长阶鲸侯,astral_whale,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dl_mid_01_02,DL_MID_01,长阶鲸侯·统御,寂灭长阶第2精英,长阶鲸侯,astral_whale,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dl_mid_01_03,DL_MID_01,长阶鲸侯·破阵,寂灭长阶第3精英,长阶鲸侯,astral_whale,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dl_late_01_01,DL_LATE_01,无尽鲸君·前锋,无尽道场第1精英,无尽鲸君,astral_whale,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dl_late_01_02,DL_LATE_01,无尽鲸君·统御,无尽道场第2精英,无尽鲸君,astral_whale,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dl_late_01_03,DL_LATE_01,无尽鲸君·破阵,无尽道场第3精英,无尽鲸君,astral_whale,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_12_boss,drop_dl_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dz_early_01_01,DZ_EARLY_01,混元龙将·前锋,道祖外庭第1精英,混元龙将,myriad_dragon,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dz_early_01_02,DZ_EARLY_01,混元龙将·统御,道祖外庭第2精英,混元龙将,myriad_dragon,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dz_early_01_03,DZ_EARLY_01,混元龙将·破阵,道祖外庭第3精英,混元龙将,myriad_dragon,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dz_mid_01_01,DZ_MID_01,大道龙侯·前锋,混元大道第1精英,大道龙侯,myriad_dragon,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dz_mid_01_02,DZ_MID_01,大道龙侯·统御,混元大道第2精英,大道龙侯,myriad_dragon,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dz_mid_01_03,DZ_MID_01,大道龙侯·破阵,混元大道第3精英,大道龙侯,myriad_dragon,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dz_late_01_01,DZ_LATE_01,万道龙君·前锋,万道之心第1精英,万道龙君,myriad_dragon,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dz_late_01_02,DZ_LATE_01,万道龙君·统御,万道之心第2精英,万道龙君,myriad_dragon,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dz_late_01_03,DZ_LATE_01,万道龙君·破阵,万道之心第3精英,万道龙君,myriad_dragon,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_13_boss,drop_dz_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
