enemyGroupId,stageId,groupName,themeTag,groupRole,normalEnemyRef,supportEnemyRef,spawnBatchSize,spawnOriginRule,maxAliveNormal,maxAliveSupport,pressureIntent,notes
jd_early_01_w18_pin,JD_EARLY_01,终局定点群,fire_burn,pin,炽骨魔,焚血魔将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_early_01_w19_pre_boss,JD_EARLY_01,首领前压顶群,fire_burn,pre_boss,炽骨魔,焚血魔将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_early_01_boss_support,JD_EARLY_01,首领伴生群,fire_burn,boss_support,炽骨魔,焚血魔将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w01_open,JD_MID_01,开场探压群,fire_burn,opening,熔火魔躯,熔炉魔尉,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w02_stable,JD_MID_01,稳定推进群,fire_burn,stable,熔火魔躯,熔炉魔尉,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w03_mix,JD_MID_01,第一混压群,fire_burn,mix,熔火魔躯,熔炉魔尉,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w04_pre_elite,JD_MID_01,一精英前压场群,fire_burn,pre_elite_1,熔火魔躯,熔炉魔尉,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w06_after_elite,JD_MID_01,一精英后回压群,fire_burn,after_elite_1,熔火魔躯,熔炉魔尉,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w07_cross,JD_MID_01,交错追压群,fire_burn,cross,熔火魔躯,熔炉魔尉,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w08_range,JD_MID_01,远近混压群,fire_burn,range_mix,熔火魔躯,熔炉魔尉,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w09_pre_elite2,JD_MID_01,二精英前压测群,fire_burn,pre_elite_2,熔火魔躯,熔炉魔尉,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w11_rebuild,JD_MID_01,重组敌潮群,fire_burn,rebuild,熔火魔躯,熔炉魔尉,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w12_special,JD_MID_01,特种混成群,fire_burn,special,熔火魔躯,熔炉魔尉,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w13_dense,JD_MID_01,高密围压群,fire_burn,dense,熔火魔躯,熔炉魔尉,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w14_pre_elite3,JD_MID_01,三精英前高压群,fire_burn,pre_elite_3,熔火魔躯,熔炉魔尉,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w16_overdrive,JD_MID_01,终局蓄压群,fire_burn,overdrive,熔火魔躯,熔炉魔尉,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w17_surge,JD_MID_01,终局推进群,fire_burn,surge,熔火魔躯,熔炉魔尉,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w18_pin,JD_MID_01,终局定点群,fire_burn,pin,熔火魔躯,熔炉魔尉,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_w19_pre_boss,JD_MID_01,首领前压顶群,fire_burn,pre_boss,熔火魔躯,熔炉魔尉,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_mid_01_boss_support,JD_MID_01,首领伴生群,fire_burn,boss_support,熔火魔躯,熔炉魔尉,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w01_open,JD_LATE_01,开场探压群,fire_burn,opening,灼心炎魔,渊火魔将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w02_stable,JD_LATE_01,稳定推进群,fire_burn,stable,灼心炎魔,渊火魔将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w03_mix,JD_LATE_01,第一混压群,fire_burn,mix,灼心炎魔,渊火魔将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w04_pre_elite,JD_LATE_01,一精英前压场群,fire_burn,pre_elite_1,灼心炎魔,渊火魔将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w06_after_elite,JD_LATE_01,一精英后回压群,fire_burn,after_elite_1,灼心炎魔,渊火魔将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w07_cross,JD_LATE_01,交错追压群,fire_burn,cross,灼心炎魔,渊火魔将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w08_range,JD_LATE_01,远近混压群,fire_burn,range_mix,灼心炎魔,渊火魔将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w09_pre_elite2,JD_LATE_01,二精英前压测群,fire_burn,pre_elite_2,灼心炎魔,渊火魔将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w11_rebuild,JD_LATE_01,重组敌潮群,fire_burn,rebuild,灼心炎魔,渊火魔将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w12_special,JD_LATE_01,特种混成群,fire_burn,special,灼心炎魔,渊火魔将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w13_dense,JD_LATE_01,高密围压群,fire_burn,dense,灼心炎魔,渊火魔将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w14_pre_elite3,JD_LATE_01,三精英前高压群,fire_burn,pre_elite_3,灼心炎魔,渊火魔将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w16_overdrive,JD_LATE_01,终局蓄压群,fire_burn,overdrive,灼心炎魔,渊火魔将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w17_surge,JD_LATE_01,终局推进群,fire_burn,surge,灼心炎魔,渊火魔将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w18_pin,JD_LATE_01,终局定点群,fire_burn,pin,灼心炎魔,渊火魔将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_w19_pre_boss,JD_LATE_01,首领前压顶群,fire_burn,pre_boss,灼心炎魔,渊火魔将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
jd_late_01_boss_support,JD_LATE_01,首领伴生群,fire_burn,boss_support,灼心炎魔,渊火魔将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w01_open,YY_EARLY_01,开场探压群,ice_control,opening,霜牙雪魈,寒魄魈将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w02_stable,YY_EARLY_01,稳定推进群,ice_control,stable,霜牙雪魈,寒魄魈将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w03_mix,YY_EARLY_01,第一混压群,ice_control,mix,霜牙雪魈,寒魄魈将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w04_pre_elite,YY_EARLY_01,一精英前压场群,ice_control,pre_elite_1,霜牙雪魈,寒魄魈将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w06_after_elite,YY_EARLY_01,一精英后回压群,ice_control,after_elite_1,霜牙雪魈,寒魄魈将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w07_cross,YY_EARLY_01,交错追压群,ice_control,cross,霜牙雪魈,寒魄魈将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w08_range,YY_EARLY_01,远近混压群,ice_control,range_mix,霜牙雪魈,寒魄魈将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w09_pre_elite2,YY_EARLY_01,二精英前压测群,ice_control,pre_elite_2,霜牙雪魈,寒魄魈将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w11_rebuild,YY_EARLY_01,重组敌潮群,ice_control,rebuild,霜牙雪魈,寒魄魈将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w12_special,YY_EARLY_01,特种混成群,ice_control,special,霜牙雪魈,寒魄魈将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w13_dense,YY_EARLY_01,高密围压群,ice_control,dense,霜牙雪魈,寒魄魈将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w14_pre_elite3,YY_EARLY_01,三精英前高压群,ice_control,pre_elite_3,霜牙雪魈,寒魄魈将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w16_overdrive,YY_EARLY_01,终局蓄压群,ice_control,overdrive,霜牙雪魈,寒魄魈将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w17_surge,YY_EARLY_01,终局推进群,ice_control,surge,霜牙雪魈,寒魄魈将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w18_pin,YY_EARLY_01,终局定点群,ice_control,pin,霜牙雪魈,寒魄魈将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_w19_pre_boss,YY_EARLY_01,首领前压顶群,ice_control,pre_boss,霜牙雪魈,寒魄魈将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_early_01_boss_support,YY_EARLY_01,首领伴生群,ice_control,boss_support,霜牙雪魈,寒魄魈将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w01_open,YY_MID_01,开场探压群,ice_control,opening,玄冰雪魈,踏冰魈将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w02_stable,YY_MID_01,稳定推进群,ice_control,stable,玄冰雪魈,踏冰魈将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w03_mix,YY_MID_01,第一混压群,ice_control,mix,玄冰雪魈,踏冰魈将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w04_pre_elite,YY_MID_01,一精英前压场群,ice_control,pre_elite_1,玄冰雪魈,踏冰魈将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w06_after_elite,YY_MID_01,一精英后回压群,ice_control,after_elite_1,玄冰雪魈,踏冰魈将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w07_cross,YY_MID_01,交错追压群,ice_control,cross,玄冰雪魈,踏冰魈将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w08_range,YY_MID_01,远近混压群,ice_control,range_mix,玄冰雪魈,踏冰魈将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w09_pre_elite2,YY_MID_01,二精英前压测群,ice_control,pre_elite_2,玄冰雪魈,踏冰魈将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w11_rebuild,YY_MID_01,重组敌潮群,ice_control,rebuild,玄冰雪魈,踏冰魈将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w12_special,YY_MID_01,特种混成群,ice_control,special,玄冰雪魈,踏冰魈将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w13_dense,YY_MID_01,高密围压群,ice_control,dense,玄冰雪魈,踏冰魈将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w14_pre_elite3,YY_MID_01,三精英前高压群,ice_control,pre_elite_3,玄冰雪魈,踏冰魈将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w16_overdrive,YY_MID_01,终局蓄压群,ice_control,overdrive,玄冰雪魈,踏冰魈将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w17_surge,YY_MID_01,终局推进群,ice_control,surge,玄冰雪魈,踏冰魈将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w18_pin,YY_MID_01,终局定点群,ice_control,pin,玄冰雪魈,踏冰魈将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_w19_pre_boss,YY_MID_01,首领前压顶群,ice_control,pre_boss,玄冰雪魈,踏冰魈将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_mid_01_boss_support,YY_MID_01,首领伴生群,ice_control,boss_support,玄冰雪魈,踏冰魈将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w01_open,YY_LATE_01,开场探压群,ice_control,opening,霜魂妖魈,禁地主魈,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w02_stable,YY_LATE_01,稳定推进群,ice_control,stable,霜魂妖魈,禁地主魈,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w03_mix,YY_LATE_01,第一混压群,ice_control,mix,霜魂妖魈,禁地主魈,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w04_pre_elite,YY_LATE_01,一精英前压场群,ice_control,pre_elite_1,霜魂妖魈,禁地主魈,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w06_after_elite,YY_LATE_01,一精英后回压群,ice_control,after_elite_1,霜魂妖魈,禁地主魈,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w07_cross,YY_LATE_01,交错追压群,ice_control,cross,霜魂妖魈,禁地主魈,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w08_range,YY_LATE_01,远近混压群,ice_control,range_mix,霜魂妖魈,禁地主魈,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w09_pre_elite2,YY_LATE_01,二精英前压测群,ice_control,pre_elite_2,霜魂妖魈,禁地主魈,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w11_rebuild,YY_LATE_01,重组敌潮群,ice_control,rebuild,霜魂妖魈,禁地主魈,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w12_special,YY_LATE_01,特种混成群,ice_control,special,霜魂妖魈,禁地主魈,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w13_dense,YY_LATE_01,高密围压群,ice_control,dense,霜魂妖魈,禁地主魈,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w14_pre_elite3,YY_LATE_01,三精英前高压群,ice_control,pre_elite_3,霜魂妖魈,禁地主魈,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w16_overdrive,YY_LATE_01,终局蓄压群,ice_control,overdrive,霜魂妖魈,禁地主魈,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w17_surge,YY_LATE_01,终局推进群,ice_control,surge,霜魂妖魈,禁地主魈,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w18_pin,YY_LATE_01,终局定点群,ice_control,pin,霜魂妖魈,禁地主魈,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_w19_pre_boss,YY_LATE_01,首领前压顶群,ice_control,pre_boss,霜魂妖魈,禁地主魈,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
yy_late_01_boss_support,YY_LATE_01,首领伴生群,ice_control,boss_support,霜魂妖魈,禁地主魈,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w01_open,HS_EARLY_01,开场探压群,thunder_chain,opening,雷羽玄鹏,逐雷鹏将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w02_stable,HS_EARLY_01,稳定推进群,thunder_chain,stable,雷羽玄鹏,逐雷鹏将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w03_mix,HS_EARLY_01,第一混压群,thunder_chain,mix,雷羽玄鹏,逐雷鹏将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w04_pre_elite,HS_EARLY_01,一精英前压场群,thunder_chain,pre_elite_1,雷羽玄鹏,逐雷鹏将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w06_after_elite,HS_EARLY_01,一精英后回压群,thunder_chain,after_elite_1,雷羽玄鹏,逐雷鹏将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w07_cross,HS_EARLY_01,交错追压群,thunder_chain,cross,雷羽玄鹏,逐雷鹏将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w08_range,HS_EARLY_01,远近混压群,thunder_chain,range_mix,雷羽玄鹏,逐雷鹏将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w09_pre_elite2,HS_EARLY_01,二精英前压测群,thunder_chain,pre_elite_2,雷羽玄鹏,逐雷鹏将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w11_rebuild,HS_EARLY_01,重组敌潮群,thunder_chain,rebuild,雷羽玄鹏,逐雷鹏将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w12_special,HS_EARLY_01,特种混成群,thunder_chain,special,雷羽玄鹏,逐雷鹏将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w13_dense,HS_EARLY_01,高密围压群,thunder_chain,dense,雷羽玄鹏,逐雷鹏将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w14_pre_elite3,HS_EARLY_01,三精英前高压群,thunder_chain,pre_elite_3,雷羽玄鹏,逐雷鹏将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w16_overdrive,HS_EARLY_01,终局蓄压群,thunder_chain,overdrive,雷羽玄鹏,逐雷鹏将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w17_surge,HS_EARLY_01,终局推进群,thunder_chain,surge,雷羽玄鹏,逐雷鹏将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w18_pin,HS_EARLY_01,终局定点群,thunder_chain,pin,雷羽玄鹏,逐雷鹏将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w19_pre_boss,HS_EARLY_01,首领前压顶群,thunder_chain,pre_boss,雷羽玄鹏,逐雷鹏将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_boss_support,HS_EARLY_01,首领伴生群,thunder_chain,boss_support,雷羽玄鹏,逐雷鹏将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w01_open,HS_MID_01,开场探压群,thunder_chain,opening,裂电玄鹏,雷泽鹏侯,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w02_stable,HS_MID_01,稳定推进群,thunder_chain,stable,裂电玄鹏,雷泽鹏侯,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w03_mix,HS_MID_01,第一混压群,thunder_chain,mix,裂电玄鹏,雷泽鹏侯,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w04_pre_elite,HS_MID_01,一精英前压场群,thunder_chain,pre_elite_1,裂电玄鹏,雷泽鹏侯,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w06_after_elite,HS_MID_01,一精英后回压群,thunder_chain,after_elite_1,裂电玄鹏,雷泽鹏侯,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w07_cross,HS_MID_01,交错追压群,thunder_chain,cross,裂电玄鹏,雷泽鹏侯,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w08_range,HS_MID_01,远近混压群,thunder_chain,range_mix,裂电玄鹏,雷泽鹏侯,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w09_pre_elite2,HS_MID_01,二精英前压测群,thunder_chain,pre_elite_2,裂电玄鹏,雷泽鹏侯,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w11_rebuild,HS_MID_01,重组敌潮群,thunder_chain,rebuild,裂电玄鹏,雷泽鹏侯,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w12_special,HS_MID_01,特种混成群,thunder_chain,special,裂电玄鹏,雷泽鹏侯,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w13_dense,HS_MID_01,高密围压群,thunder_chain,dense,裂电玄鹏,雷泽鹏侯,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w14_pre_elite3,HS_MID_01,三精英前高压群,thunder_chain,pre_elite_3,裂电玄鹏,雷泽鹏侯,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w16_overdrive,HS_MID_01,终局蓄压群,thunder_chain,overdrive,裂电玄鹏,雷泽鹏侯,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w17_surge,HS_MID_01,终局推进群,thunder_chain,surge,裂电玄鹏,雷泽鹏侯,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
